doc_id,domain,year,dominant_topic,max_prob
20220343642,patent,2020,8,0.3959
20220343755,patent,2022,7,0.9926
20220345667,patent,2021,6,0.5562
20220362671,patent,2022,10,0.5044
20220364755,patent,2022,4,0.9294
20220375226,patent,2022,0,0.9974
20220375335,patent,2022,7,0.9926
20220375336,patent,2022,7,0.9926
20220375337,patent,2022,7,0.9926
20220383436,patent,2022,0,0.3484
20220386197,patent,2022,12,0.5957
20220388505,patent,2020,2,0.7663
20220390330,patent,2022,12,0.4777
20220391300,patent,2022,0,0.5623
20220398932,patent,2021,12,0.4214
20220404825,patent,2020,7,0.5274
20220410370,patent,2022,10,0.4293
20230008791,patent,2022,9,0.9954
20230008829,patent,2021,0,0.6167
20230015540,patent,2022,5,0.6771
20230017059,patent,2021,4,0.7531
20230021828,patent,2022,1,0.4643
20230024877,patent,2021,0,0.5794
20230038457,patent,2020,0,0.4374
20230039822,patent,2021,13,0.4404
20230044197,patent,2021,9,0.4974
20230044469,patent,2022,1,0.4188
20230050192,patent,2021,7,0.3877
20230051111,patent,2021,5,0.4124
20230053773,patent,2022,7,0.9989
20230056023,patent,2022,7,0.9989
20230061522,patent,2022,7,0.3223
20230063986,patent,2022,6,0.5623
20230065791,patent,2021,9,0.5255
20230068694,patent,2021,9,0.4152
20230071119,patent,2021,2,0.8747
20230081270,patent,2022,13,0.5135
20230091883,patent,2022,5,0.3792
20230099502,patent,2021,0,0.6588
20230101955,patent,2021,0,0.7887
20230104767,patent,2021,9,0.3455
20230108669,patent,2022,1,0.6784
20230109790,patent,2022,0,0.5045
20230119146,patent,2022,4,0.6652
20230119984,patent,2021,3,0.2855
20230128262,patent,2021,10,0.5523
20230129831,patent,2021,12,0.3429
20230152062,patent,2023,0,0.7956
20230158752,patent,2022,2,0.3836
20230166839,patent,2021,5,0.8771
20230166913,patent,2021,5,0.7585
20230167653,patent,2021,5,0.7434
20230167997,patent,2022,0,0.5085
20230175238,patent,2023,4,0.9244
20230175394,patent,2021,11,0.3675
20230185303,patent,2021,1,0.7134
20230192138,patent,2022,7,0.713
20230195455,patent,2022,9,0.637
20230202512,patent,2021,7,0.7485
20230205875,patent,2023,0,0.9856
20230210579,patent,2021,8,0.6021
20230212084,patent,2021,13,0.7047
20230222801,patent,2022,9,0.323
20230224728,patent,2021,9,0.6246
20230227176,patent,2022,10,0.7356
20230229168,patent,2021,1,0.2653
20230236608,patent,2023,0,0.6454
20230237795,patent,2022,0,0.4919
20230251848,patent,2023,7,0.9986
20230259798,patent,2023,11,0.3546
20230260062,patent,2023,4,0.3945
20230267837,patent,2021,7,0.4199
20230286035,patent,2021,5,0.4232
20230290122,patent,2022,12,0.4863
20230294735,patent,2023,7,0.6012
20230299994,patent,2023,5,0.6511
20230306206,patent,2022,9,0.9008
20230311896,patent,2022,7,0.6123
20230315032,patent,2022,1,0.8557
20230316166,patent,2023,9,0.4104
20230320331,patent,2023,10,0.9832
20230325258,patent,2021,9,0.7942
20230342144,patent,2022,9,0.8052
20230350066,patent,2021,7,0.2706
20230358642,patent,2023,12,0.5016
20230359647,patent,2021,9,0.428
20230359736,patent,2022,9,0.8215
20230368074,patent,2023,9,0.9812
20230368662,patent,2023,7,0.8813
20230370338,patent,2022,9,0.958
20230375376,patent,2023,5,0.6486
20230376040,patent,2021,1,0.5768
20230377025,patent,2021,5,0.3903
20230386006,patent,2023,11,0.4116
20240001451,patent,2023,4,0.3824
20240003151,patent,2023,10,0.2864
20240012905,patent,2023,0,0.9963
20240013496,patent,2023,12,0.7803
20240019823,patent,2023,6,0.8307
20240027980,patent,2023,6,0.7926
20240028005,patent,2023,6,0.9208
20240028011,patent,2023,6,0.9387
20240028014,patent,2023,6,0.8247
20240028920,patent,2023,9,0.3999
20240037996,patent,2023,9,0.5299
20240045756,patent,2023,9,0.6921
20240046804,patent,2022,12,0.9014
20240050788,patent,2021,11,0.2741
20240068951,patent,2021,11,0.6835
20240071221,patent,2023,1,0.648
20240076891,patent,2023,5,0.8499
20240078359,patent,2023,1,0.9988
20240078919,patent,2023,0,0.2731
20240082720,patent,2023,10,0.4913
20240087441,patent,2023,4,0.6362
20240090489,patent,2023,14,0.3576
20240091946,patent,2023,6,0.3372
20240093895,patent,2023,4,0.252
20240095355,patent,2023,0,0.8935
20240095453,patent,2023,9,0.5935
20240102683,patent,2022,9,0.6335
20240103052,patent,2023,9,0.3451
20240111739,patent,2023,9,0.7633
20240119201,patent,2023,1,0.9989
20240125091,patent,2021,9,0.2206
20240126839,patent,2023,8,0.4012
20240141788,patent,2022,5,0.4277
20240146619,patent,2022,9,0.9846
20240153264,patent,2023,6,0.3088
20240160205,patent,2022,7,0.426
20240168479,patent,2022,7,0.2722
20240168825,patent,2023,9,0.7606
20240185608,patent,2022,8,0.2839
20240185705,patent,2023,14,0.3577
20240205933,patent,2024,1,0.7964
20240210330,patent,2021,9,0.3292
20240246531,patent,2023,7,0.6321
20240256725,patent,2024,9,0.4524
20240263544,patent,2023,14,0.2228
20240264596,patent,2024,5,0.5098
20240265319,patent,2024,3,0.2531
20240286624,patent,2023,9,0.4475
20240288872,patent,2023,5,0.2683
20240289112,patent,2023,9,0.4768
20240289625,patent,2024,0,0.3263
20240294177,patent,2023,7,0.7535
20240294189,patent,2023,7,0.8256
20240302003,patent,2022,11,0.6281
20240319047,patent,2023,6,0.7443
20240333578,patent,2023,9,0.9435
20240334562,patent,2023,5,0.8265
20240339026,patent,2022,0,0.3086
20240355117,patent,2024,0,0.4712
20240362013,patent,2024,7,0.9309
20240369083,patent,2024,4,0.7546
20240381582,patent,2023,11,0.4
20240386245,patent,2024,0,0.4706
20240395026,patent,2024,1,0.6267
20240395047,patent,2024,8,0.6153
20240402113,patent,2024,5,0.2973
20240404203,patent,2022,8,0.6046
20240409114,patent,2024,7,0.6518
20240418530,patent,2023,2,0.8176
20240422055,patent,2024,9,0.5336
20240426471,patent,2024,7,0.7276
20240427326,patent,2023,9,0.4133
20240428391,patent,2024,8,0.3519
20240428681,patent,2024,7,0.7071
20240430387,patent,2024,7,0.4488
20250014161,patent,2022,0,0.3045
20250018939,patent,2024,1,0.4522
20250022076,patent,2022,3,0.4223
20250022273,patent,2023,8,0.6111
20250022373,patent,2024,8,0.4747
20250026491,patent,2024,0,0.414
20250028338,patent,2024,5,0.3534
20250045772,patent,2023,9,0.7415
20250052356,patent,2023,5,0.3442
20250069178,patent,2024,7,0.82
20250078491,patent,2022,8,0.7424
20250083909,patent,2024,5,0.462
20250085189,patent,2023,5,0.548
20250091592,patent,2024,7,0.3565
20250111282,patent,2024,9,0.3709
20250111668,patent,2024,0,0.5087
20250111677,patent,2023,11,0.2422
20250115283,patent,2024,7,0.3164
20250116535,patent,2024,11,0.267
20250117703,patent,2024,9,0.8607
20250118069,patent,2023,8,0.5176
20250124198,patent,2024,1,0.9987
20250124373,patent,2024,9,0.4441
20250124787,patent,2024,0,0.4738
20250128101,patent,2024,4,0.3298
20250129552,patent,2023,7,0.2446
20250133106,patent,2024,14,0.7446
20250136060,patent,2024,7,0.3206
20250139581,patent,2023,3,0.3581
20250155960,patent,2024,9,0.4846
20250164633,patent,2024,2,0.5078
20250170921,patent,2023,5,0.3276
20250182595,patent,2023,1,0.5447
20250187616,patent,2022,7,0.3703
20250196851,patent,2024,2,0.6567
20250200488,patent,2023,14,0.3358
20250209571,patent,2024,0,0.5766
20250209627,patent,2025,8,0.2594
20250224993,patent,2024,9,0.8347
20250225250,patent,2024,9,0.7319
20250225263,patent,2024,9,0.2934
20250244741,patent,2024,14,0.2224
20250246882,patent,2024,9,0.6834
20250251256,patent,2024,8,0.4536
20250252849,patent,2025,7,0.7907
20250258968,patent,2023,3,0.2827
20250264873,patent,2024,9,0.3355
20250266169,patent,2024,4,0.2601
20250269529,patent,2025,5,0.3465
20250272641,patent,2023,0,0.5769
20250272914,patent,2025,0,0.2106
20250282400,patent,2024,0,0.1956
20250292342,patent,2025,3,0.4282
20250297914,patent,2024,8,0.3893
20250307487,patent,2025,0,0.323
20250314047,patent,2024,0,0.5189
20250323822,patent,2025,9,0.966
20250330556,patent,2024,5,0.3558
20250334978,patent,2023,0,0.2235
20250335423,patent,2025,9,0.7779
20250341290,patent,2025,4,0.3846
20250342412,patent,2024,3,0.3487
20250346364,patent,2025,5,0.5861
20250348300,patent,2024,9,0.8091
20250348562,patent,2025,9,0.3843
20250349022,patent,2025,1,0.2653
20250356324,patent,2025,0,0.4873
20250356438,patent,2025,5,0.4393
20250365210,patent,2024,9,0.6743
20250371689,patent,2024,5,0.374
20250390623,patent,2025,9,0.2164
20250390821,patent,2025,5,0.4081
20260001431,patent,2025,9,0.7224
20260001564,patent,2025,7,0.3576
20260005644,patent,2024,5,0.3901
20260011173,patent,2025,4,0.374
20260011460,patent,2024,11,0.4985
20260013429,patent,2024,13,0.3215
20260016827,patent,2024,0,0.2698
20260016830,patent,2024,0,0.2904
20260017729,patent,2024,9,0.303
20260018070,patent,2025,12,0.7768
20260021594,patent,2023,5,0.3086
20260024384,patent,2024,0,0.3149
20260024661,patent,2025,3,0.3665
20260029148,patent,2025,4,0.2877
20260029780,patent,2024,9,0.2921
20260030135,patent,2025,9,0.802
20260037683,patent,2025,3,0.2497
20260037684,patent,2025,3,0.2088
20260044801,patent,2025,7,0.5297
20260048424,patent,2024,4,0.4958
20260048591,patent,2025,5,0.2895
20260049766,patent,2025,5,0.4364
20260052058,patent,2024,9,0.9983
20260052520,patent,2024,9,0.9289
20260057776,patent,2025,5,0.3397
20260063025,patent,2025,9,0.4149
20260063419,patent,2025,13,0.216
20260063504,patent,2023,5,0.3866
20260065222,patent,2025,9,0.4581
20260065680,patent,2025,8,0.3242
20260066968,patent,2023,9,0.6328
20260070230,patent,2023,5,0.2896
20260072417,patent,2025,9,0.3187
20260072446,patent,2024,12,0.3806
20260072656,patent,2025,9,0.6711
20260072759,patent,2025,9,0.8912
20260073516,patent,2025,8,0.2843
20260079896,patent,2025,9,0.474
20260087167,patent,2025,9,0.5393
20260087402,patent,2024,9,0.6479
20260089003,patent,2025,9,0.4335
20260100927,patent,2024,9,0.4413
20260103218,patent,2023,7,0.4395
20260104685,patent,2025,4,0.5269
20260105582,patent,2024,9,0.4145
20260112267,patent,2025,7,0.8786
20260112268,patent,2024,7,0.4247
20260117936,patent,2025,9,0.2609
20260118209,patent,2025,4,0.2755
20260120583,patent,2025,7,0.7565
20260124391,patent,2025,3,0.2777
20260126771,patent,2025,5,0.2547
20260126821,patent,2025,4,0.5767
20260129807,patent,2026,5,0.3852
20260131909,patent,2026,5,0.2974
20260132580,patent,2025,5,0.3587
20260133053,patent,2024,7,0.3849
20260133552,patent,2026,6,0.8478
20260133586,patent,2025,7,0.2869
20260133791,patent,2025,7,0.9788
20260134315,patent,2026,11,0.3817
20260135757,patent,2024,9,0.8593
20260135759,patent,2024,9,0.6915
20260136216,patent,2024,9,0.7662
20260140771,patent,2024,9,0.9439
20260146912,patent,2025,9,0.35
20260153482,patent,2024,11,0.4376
20260154650,patent,2023,9,0.5511
20260155675,patent,2026,5,0.3578
20260160738,patent,2025,11,0.3526
20260161801,patent,2025,9,0.5528
PAP0,paper,2026,3,0.4694
PAP1,paper,2026,8,0.6147
PAP2,paper,2025,11,0.4608
PAP3,paper,2026,14,0.3783
PAP4,paper,2025,3,0.3906
PAP5,paper,2026,8,0.4565
PAP6,paper,2025,8,0.523
PAP7,paper,2026,3,0.7487
PAP8,paper,2026,11,0.4084
PAP9,paper,2025,8,0.3963
PAP10,paper,2026,14,0.463
PAP11,paper,2025,8,0.4885
PAP12,paper,2026,14,0.3212
PAP13,paper,2025,3,0.3332
PAP14,paper,2026,3,0.3549
PAP15,paper,2026,3,0.3706
PAP16,paper,2025,12,0.4746
PAP17,paper,2025,3,0.8012
PAP18,paper,2025,14,0.2696
PAP19,paper,2025,3,0.5745
PAP20,paper,2025,8,0.3076
PAP21,paper,2026,3,0.2928
PAP22,paper,2026,8,0.3806
PAP23,paper,2026,14,0.3319
PAP24,paper,2025,3,0.3731
PAP25,paper,2026,3,0.5246
PAP26,paper,2025,8,0.4888
PAP27,paper,2026,5,0.2711
PAP28,paper,2025,3,0.4943
PAP29,paper,2025,8,0.7009
PAP30,paper,2026,3,0.6613
PAP31,paper,2025,3,0.353
PAP32,paper,2025,8,0.7487
PAP33,paper,2026,3,0.581
PAP34,paper,2026,3,0.3926
PAP35,paper,2026,3,0.3788
PAP36,paper,2026,8,0.3132
PAP37,paper,2025,8,0.564
PAP38,paper,2026,14,0.315
PAP39,paper,2025,3,0.51
PAP40,paper,2026,8,0.5834
PAP41,paper,2025,8,0.7586
PAP42,paper,2025,3,0.326
PAP43,paper,2026,3,0.3087
PAP44,paper,2025,1,0.277
PAP45,paper,2026,3,0.5529
PAP46,paper,2026,14,0.3494
PAP47,paper,2026,3,0.3069
PAP48,paper,2026,3,0.6574
PAP49,paper,2025,14,0.4008
PAP50,paper,2026,3,0.3169
PAP51,paper,2025,3,0.3523
PAP52,paper,2025,3,0.3188
PAP53,paper,2026,8,0.4122
PAP54,paper,2026,14,0.408
PAP55,paper,2026,8,0.5926
PAP56,paper,2026,3,0.544
PAP57,paper,2026,8,0.3274
PAP58,paper,2025,8,0.4125
PAP59,paper,2025,11,0.421
PAP60,paper,2025,8,0.6366
PAP61,paper,2025,3,0.5786
PAP62,paper,2026,3,0.5802
PAP63,paper,2025,3,0.4528
PAP64,paper,2025,8,0.2659
PAP65,paper,2025,3,0.6449
PAP66,paper,2026,3,0.4309
PAP67,paper,2026,8,0.3816
PAP68,paper,2026,8,0.3332
PAP69,paper,2026,3,0.4139
PAP70,paper,2025,3,0.5118
PAP71,paper,2025,8,0.5665
PAP72,paper,2025,3,0.5989
PAP73,paper,2025,8,0.3221
PAP74,paper,2025,8,0.4515
PAP75,paper,2025,3,0.5474
PAP76,paper,2025,3,0.376
PAP77,paper,2026,3,0.3727
PAP78,paper,2026,11,0.3761
PAP79,paper,2026,8,0.4459
PAP80,paper,2025,3,0.56
PAP81,paper,2025,3,0.545
PAP82,paper,2025,3,0.6473
PAP83,paper,2025,8,0.2876
PAP84,paper,2026,14,0.2999
PAP85,paper,2026,8,0.4224
PAP86,paper,2025,3,0.5286
PAP87,paper,2025,3,0.2517
PAP88,paper,2025,8,0.3933
PAP89,paper,2026,3,0.4046
PAP90,paper,2026,8,0.3113
PAP91,paper,2026,3,0.6112
PAP92,paper,2025,3,0.5697
PAP93,paper,2026,8,0.4076
PAP94,paper,2025,3,0.4839
PAP95,paper,2025,8,0.4696
PAP96,paper,2026,14,0.5472
PAP97,paper,2026,8,0.5321
PAP98,paper,2025,3,0.3798
PAP99,paper,2025,3,0.3244
PAP100,paper,2026,3,0.5427
PAP101,paper,2026,14,0.2896
PAP102,paper,2026,3,0.4913
PAP103,paper,2025,8,0.4737
PAP104,paper,2026,3,0.3671
PAP105,paper,2025,3,0.478
PAP106,paper,2026,3,0.5693
PAP107,paper,2026,8,0.4599
PAP108,paper,2026,3,0.4272
PAP109,paper,2025,8,0.6605
PAP110,paper,2025,14,0.2868
PAP111,paper,2026,3,0.5114
PAP112,paper,2026,14,0.4248
PAP113,paper,2026,8,0.3534
PAP114,paper,2026,8,0.2466
PAP115,paper,2025,8,0.5585
PAP116,paper,2025,3,0.6785
PAP117,paper,2026,14,0.3761
PAP118,paper,2026,3,0.5009
PAP119,paper,2026,14,0.3888
PAP120,paper,2026,3,0.4788
PAP121,paper,2026,8,0.4591
PAP122,paper,2026,3,0.3938
PAP123,paper,2025,3,0.4013
PAP124,paper,2025,8,0.4236
PAP125,paper,2026,11,0.3535
PAP126,paper,2026,14,0.5736
PAP127,paper,2025,3,0.4324
PAP128,paper,2025,8,0.5402
PAP129,paper,2025,3,0.3844
PAP130,paper,2026,8,0.7116
PAP131,paper,2026,3,0.3624
PAP132,paper,2026,3,0.6283
PAP133,paper,2026,3,0.5193
PAP134,paper,2025,3,0.4324
PAP135,paper,2025,3,0.592
PAP136,paper,2026,3,0.7447
PAP137,paper,2025,3,0.2646
PAP138,paper,2025,3,0.3697
PAP139,paper,2026,3,0.4349
PAP140,paper,2025,8,0.6299
PAP141,paper,2025,3,0.4218
PAP142,paper,2025,3,0.4074
PAP143,paper,2025,8,0.4073
PAP144,paper,2025,3,0.4633
PAP145,paper,2026,8,0.4503
PAP146,paper,2025,11,0.4341
PAP147,paper,2025,8,0.4309
PAP148,paper,2025,8,0.382
PAP149,paper,2026,3,0.4466
PAP150,paper,2026,11,0.4111
PAP151,paper,2026,3,0.697
PAP152,paper,2026,3,0.3807
PAP153,paper,2026,3,0.4287
PAP154,paper,2026,3,0.3089
PAP155,paper,2026,3,0.3294
PAP156,paper,2026,14,0.5651
PAP157,paper,2025,3,0.5265
PAP158,paper,2026,3,0.4793
PAP159,paper,2026,8,0.4359
PAP160,paper,2025,8,0.503
PAP161,paper,2025,11,0.335
PAP162,paper,2025,3,0.6522
PAP163,paper,2026,11,0.5364
PAP164,paper,2026,3,0.3364
PAP165,paper,2026,14,0.3406
PAP166,paper,2025,8,0.562
PAP167,paper,2025,8,0.4755
PAP168,paper,2026,8,0.5938
PAP169,paper,2026,8,0.3732
PAP170,paper,2025,3,0.3807
PAP171,paper,2026,3,0.4336
PAP172,paper,2025,3,0.523
PAP173,paper,2026,8,0.6348
PAP174,paper,2025,14,0.7154
PAP175,paper,2026,8,0.707
PAP176,paper,2026,3,0.4027
PAP177,paper,2025,8,0.5017
PAP178,paper,2025,3,0.4781
PAP179,paper,2026,8,0.3218
PAP180,paper,2025,11,0.4561
PAP181,paper,2025,8,0.4711
PAP182,paper,2025,11,0.2549
PAP183,paper,2026,8,0.4971
PAP184,paper,2025,3,0.3853
PAP185,paper,2026,3,0.4476
PAP186,paper,2026,8,0.3002
PAP187,paper,2026,14,0.3914
PAP188,paper,2026,3,0.369
PAP189,paper,2025,14,0.566
PAP190,paper,2025,3,0.5397
PAP191,paper,2025,3,0.649
PAP192,paper,2026,14,0.4361
PAP193,paper,2025,3,0.6933
PAP194,paper,2026,8,0.4056
PAP195,paper,2026,3,0.4371
PAP196,paper,2026,3,0.4857
PAP197,paper,2025,8,0.5101
PAP198,paper,2026,3,0.5456
PAP199,paper,2026,3,0.4821
PAP200,paper,2026,3,0.5372
PAP201,paper,2025,8,0.4659
PAP202,paper,2026,3,0.4421
PAP203,paper,2026,3,0.4377
PAP204,paper,2025,8,0.3258
PAP205,paper,2025,3,0.5741
PAP206,paper,2026,14,0.4285
PAP207,paper,2026,3,0.4668
PAP208,paper,2026,11,0.4778
PAP209,paper,2025,8,0.6272
PAP210,paper,2025,3,0.6333
PAP211,paper,2026,8,0.5274
PAP212,paper,2026,3,0.3787
PAP213,paper,2026,8,0.4813
PAP214,paper,2026,3,0.5741
PAP215,paper,2025,11,0.4348
PAP216,paper,2026,8,0.7357
PAP217,paper,2026,3,0.327
PAP218,paper,2026,3,0.3545
PAP219,paper,2026,8,0.3541
PAP220,paper,2025,3,0.4472
PAP221,paper,2026,3,0.315
PAP222,paper,2025,3,0.3727
PAP223,paper,2026,3,0.4703
PAP224,paper,2026,3,0.3747
PAP225,paper,2025,3,0.3949
PAP226,paper,2026,3,0.2945
PAP227,paper,2025,3,0.4725
PAP228,paper,2025,8,0.4893
PAP229,paper,2025,3,0.4389
PAP230,paper,2026,8,0.4417
PAP231,paper,2025,3,0.4849
PAP232,paper,2025,3,0.4976
PAP233,paper,2026,11,0.3384
PAP234,paper,2026,3,0.3891
PAP235,paper,2026,3,0.4999
PAP236,paper,2026,8,0.5356
PAP237,paper,2025,3,0.4694
PAP238,paper,2025,8,0.5972
PAP239,paper,2026,3,0.665
PAP240,paper,2026,3,0.5062
PAP241,paper,2026,8,0.3995
PAP242,paper,2025,3,0.3232
PAP243,paper,2026,3,0.3716
PAP244,paper,2026,3,0.6222
PAP245,paper,2025,8,0.3889
PAP246,paper,2026,3,0.5912
PAP247,paper,2026,8,0.5196
PAP248,paper,2026,8,0.4292
PAP249,paper,2026,14,0.483
PAP250,paper,2025,3,0.5248
PAP251,paper,2025,3,0.5532
PAP252,paper,2026,8,0.433
PAP253,paper,2026,8,0.4613
PAP254,paper,2026,8,0.4353
PAP255,paper,2026,8,0.4314
PAP256,paper,2025,8,0.5618
PAP257,paper,2025,3,0.3888
PAP258,paper,2026,8,0.4644
PAP259,paper,2026,8,0.4952
PAP260,paper,2026,8,0.4471
PAP261,paper,2026,3,0.4963
PAP262,paper,2025,3,0.4477
PAP263,paper,2026,14,0.3399
PAP264,paper,2025,8,0.4813
PAP265,paper,2026,8,0.4052
PAP266,paper,2025,3,0.6614
PAP267,paper,2025,8,0.4933
PAP268,paper,2026,3,0.4853
PAP269,paper,2026,3,0.5791
PAP270,paper,2026,3,0.4052
PAP271,paper,2025,3,0.4419
PAP272,paper,2025,3,0.6253
PAP273,paper,2026,8,0.4695
PAP274,paper,2026,8,0.3743
PAP275,paper,2025,3,0.4738
PAP276,paper,2025,3,0.35
PAP277,paper,2026,3,0.4074
PAP278,paper,2026,3,0.4448
PAP279,paper,2026,8,0.5001
PAP280,paper,2026,3,0.3456
PAP281,paper,2025,3,0.4882
PAP282,paper,2026,3,0.3424
PAP283,paper,2026,3,0.3305
PAP284,paper,2026,8,0.6081
PAP285,paper,2025,3,0.3935
PAP286,paper,2025,3,0.3371
PAP287,paper,2026,14,0.324
PAP288,paper,2026,3,0.8172
PAP289,paper,2026,14,0.5439
PAP290,paper,2025,3,0.5785
PAP291,paper,2025,11,0.3253
PAP292,paper,2026,8,0.3379
PAP293,paper,2025,3,0.4523
PAP294,paper,2026,3,0.4567
PAP295,paper,2025,8,0.3476
PAP296,paper,2025,8,0.4972
PAP297,paper,2025,3,0.3396
PAP298,paper,2025,3,0.5957
PAP299,paper,2025,8,0.4256
PAP300,paper,2025,3,0.4564
PAP301,paper,2025,8,0.6337
PAP302,paper,2025,8,0.4161
PAP303,paper,2025,8,0.4542
PAP304,paper,2026,8,0.4913
PAP305,paper,2025,3,0.3092
PAP306,paper,2026,11,0.3797
PAP307,paper,2025,3,0.521
PAP308,paper,2026,3,0.4216
PAP309,paper,2025,8,0.4647
PAP310,paper,2026,8,0.5841
PAP311,paper,2026,8,0.4618
PAP312,paper,2026,3,0.6162
PAP313,paper,2026,8,0.4239
PAP314,paper,2026,8,0.4872
PAP315,paper,2025,14,0.5653
PAP316,paper,2025,3,0.3656
PAP317,paper,2025,3,0.4658
PAP318,paper,2025,3,0.5523
PAP319,paper,2025,3,0.4183
PAP320,paper,2026,3,0.5173
PAP321,paper,2025,8,0.3197
PAP322,paper,2026,8,0.5215
PAP323,paper,2025,3,0.4908
PAP324,paper,2025,3,0.5224
PAP325,paper,2025,3,0.4087
PAP326,paper,2026,3,0.7103
PAP327,paper,2026,11,0.2917
PAP328,paper,2026,3,0.3539
PAP329,paper,2025,3,0.4176
PAP330,paper,2025,3,0.476
PAP331,paper,2026,3,0.4732
PAP332,paper,2025,3,0.4375
PAP333,paper,2026,3,0.2817
PAP334,paper,2026,8,0.6734
PAP335,paper,2026,8,0.3184
PAP336,paper,2026,3,0.6079
PAP337,paper,2025,8,0.6796
PAP338,paper,2025,3,0.4142
PAP339,paper,2026,3,0.424
PAP340,paper,2026,3,0.5143
PAP341,paper,2025,8,0.3819
PAP342,paper,2026,3,0.6009
PAP343,paper,2026,3,0.5682
PAP344,paper,2026,8,0.5588
PAP345,paper,2025,3,0.7147
PAP346,paper,2025,14,0.3391
PAP347,paper,2026,8,0.4821
PAP348,paper,2026,14,0.311
PAP349,paper,2025,14,0.4629
PAP350,paper,2026,8,0.3847
PAP351,paper,2026,3,0.5205
PAP352,paper,2026,8,0.4858
PAP353,paper,2026,8,0.3434
PAP354,paper,2026,8,0.4957
PAP355,paper,2025,3,0.3959
PAP356,paper,2026,11,0.2401
PAP357,paper,2025,3,0.3816
PAP358,paper,2025,8,0.4171
PAP359,paper,2025,8,0.4404
PAP360,paper,2025,3,0.6726
PAP361,paper,2026,11,0.3022
PAP362,paper,2026,3,0.5019
PAP363,paper,2026,8,0.3522
PAP364,paper,2026,3,0.4229
PAP365,paper,2026,3,0.4339
PAP366,paper,2026,8,0.5898
PAP367,paper,2026,3,0.4594
PAP368,paper,2025,14,0.5173
PAP369,paper,2026,8,0.4207
PAP370,paper,2025,11,0.4898
PAP371,paper,2025,8,0.3412
PAP372,paper,2025,8,0.4628
PAP373,paper,2025,8,0.7061
PAP374,paper,2026,3,0.5899
PAP375,paper,2026,3,0.4563
PAP376,paper,2026,8,0.5315
PAP377,paper,2026,3,0.3651
PAP378,paper,2025,8,0.5935
PAP379,paper,2025,3,0.4646
PAP380,paper,2025,8,0.3458
PAP381,paper,2026,8,0.4729
PAP382,paper,2026,3,0.6701
PAP383,paper,2026,11,0.3426
PAP384,paper,2025,3,0.4614
PAP385,paper,2026,3,0.6586
PAP386,paper,2025,12,0.4973
PAP387,paper,2026,3,0.5526
PAP388,paper,2026,8,0.3265
PAP389,paper,2026,3,0.4266
PAP390,paper,2025,3,0.515
PAP391,paper,2025,8,0.3481
PAP392,paper,2025,3,0.6141
PAP393,paper,2025,8,0.5038
PAP394,paper,2026,8,0.3887
PAP395,paper,2025,8,0.2919
PAP396,paper,2025,3,0.6805
PAP397,paper,2026,3,0.3595
PAP398,paper,2025,3,0.4559
PAP399,paper,2025,3,0.3969
PAP400,paper,2026,3,0.3552
PAP401,paper,2025,3,0.6241
PAP402,paper,2025,14,0.6261
PAP403,paper,2025,3,0.3849
PAP404,paper,2026,3,0.3862
PAP405,paper,2026,3,0.4023
PAP406,paper,2025,3,0.4415
PAP407,paper,2026,3,0.4059
PAP408,paper,2025,3,0.4228
PAP409,paper,2025,3,0.3452
PAP410,paper,2026,8,0.3694
PAP411,paper,2026,8,0.3061
PAP412,paper,2025,8,0.5728
PAP413,paper,2025,3,0.5857
PAP414,paper,2025,3,0.3596
PAP415,paper,2026,8,0.6092
PAP416,paper,2025,8,0.5589
PAP417,paper,2026,14,0.2833
PAP418,paper,2026,14,0.4371
PAP419,paper,2026,3,0.6511
PAP420,paper,2025,8,0.4055
PAP421,paper,2026,14,0.4508
PAP422,paper,2025,11,0.4287
PAP423,paper,2026,3,0.6413
PAP424,paper,2026,8,0.2627
PAP425,paper,2025,3,0.4405
PAP426,paper,2026,8,0.464
PAP427,paper,2025,8,0.5387
PAP428,paper,2025,3,0.3932
PAP429,paper,2025,8,0.4491
PAP430,paper,2025,3,0.5846
PAP431,paper,2026,8,0.5379
PAP432,paper,2026,3,0.6183
PAP433,paper,2025,3,0.487
PAP434,paper,2026,8,0.4302
PAP435,paper,2026,3,0.5476
PAP436,paper,2025,3,0.7331
PAP437,paper,2026,3,0.6319
PAP438,paper,2026,3,0.4146
PAP439,paper,2025,3,0.6226
PAP440,paper,2025,8,0.3724
PAP441,paper,2025,11,0.4713
PAP442,paper,2026,3,0.4995
PAP443,paper,2025,8,0.4775
PAP444,paper,2026,3,0.5304
PAP445,paper,2026,14,0.3307
PAP446,paper,2025,11,0.2557
PAP447,paper,2025,8,0.3657
PAP448,paper,2026,3,0.4247
PAP449,paper,2026,3,0.5288
PAP450,paper,2025,3,0.4882
PAP451,paper,2026,9,0.2641
PAP452,paper,2026,3,0.3442
PAP453,paper,2026,14,0.3075
PAP454,paper,2026,3,0.3231
PAP455,paper,2025,3,0.5816
PAP456,paper,2026,3,0.3825
PAP457,paper,2026,3,0.3675
PAP458,paper,2026,3,0.3406
PAP459,paper,2025,8,0.5163
PAP460,paper,2026,3,0.5479
PAP461,paper,2026,11,0.4656
PAP462,paper,2026,14,0.3537
PAP463,paper,2025,3,0.4386
PAP464,paper,2025,3,0.5652
PAP465,paper,2026,3,0.33
PAP466,paper,2026,8,0.3607
PAP467,paper,2025,3,0.4339
